id_municipio,Municipio,muni_clean,provincia,poblacion,censo,1_avance,particip_1_avance,2_avance,particip_2_avance,total_votantes,particip_total,v_nulos,votos_validos,v_blanco,total_votos_candid,ganador,por_ganador,segundo,por_segundo,PSOE,PP,Cs,Podemos,VOX,UPL,XAV,Otros,psoe_por,pp_por,cs_por,podemos_por,vox_por,upl_por,xav_por,otros_por
34123,PAREDES DE NAVA,Paredes de Nava,Palencia,1875,1640,679,"41,4",1097,"66,9",1438,"87,7",26,1412,10,1402,PP,"44,3",PSOE,"34,9",493,626,170,37,46,0,0,30,"34,9","44,3","12,0","2,6","3,3","0,0","0,0","2,1"
34124,PAYO DE OJEDA,Payo de Ojeda,Palencia,63,62,33,"53,2",45,"72,6",57,"91,9",0,57,0,57,PP,"47,4",PSOE,"31,6",18,27,6,1,5,0,0,0,"31,6","47,4","10,5","1,8","8,8","0,0","0,0","0,0"
34125,PEDRAZA DE CAMPOS,Pedraza de Campos,Palencia,74,78,32,"41,0",40,"51,3",71,"91,0",1,70,0,70,PP,"50,0",Cs,"24,3",12,35,17,1,2,0,0,3,"17,1","50,0","24,3","1,4","2,9","0,0","0,0","4,3"
34126,PEDROSA DE LA VEGA,Pedrosa de la Vega,Palencia,288,253,106,"41,9",175,"69,2",220,"87,0",2,218,4,214,PP,"50,5",PSOE,"21,1",46,110,30,3,23,0,0,2,"21,1","50,5","13,8","1,4","10,6","0,0","0,0","0,9"
34127,PERALES,Perales,Palencia,91,79,36,"45,6",48,"60,8",68,"86,1",1,67,0,67,PP,"61,2",PSOE,"20,9",14,41,6,2,2,0,0,2,"20,9","61,2","9,0","3,0","3,0","0,0","0,0","3,0"
34129,PINO DEL RÍO,Pino del Río,Palencia,174,170,71,"41,8",116,"68,2",141,"82,9",3,138,1,137,PP,"55,1",PSOE,"21,0",29,76,15,2,12,0,0,3,"21,0","55,1","10,9","1,4","8,7","0,0","0,0","2,2"
34130,PIÑA DE CAMPOS,Piña de Campos,Palencia,203,197,75,"38,1",122,"61,9",155,"78,7",1,154,1,153,PP,"45,5",PSOE,"37,0",57,70,13,6,5,0,0,2,"37,0","45,5","8,4","3,9","3,2","0,0","0,0","1,3"
34131,POBLACIÓN DE ARROYO,Población de Arroyo,Palencia,56,57,24,"42,1",43,"75,4",50,"87,7",0,50,1,49,PP,"66,0",Cs,"12,0",5,33,6,0,5,0,0,0,"10,0","66,0","12,0","0,0","10,0","0,0","0,0","0,0"
34132,POBLACION DE CAMPOS,Población de Campos,Palencia,135,107,52,"48,6",65,"60,7",77,"72,0",1,76,2,74,PP,"40,8",PSOE,"26,3",20,31,9,5,5,0,0,4,"26,3","40,8","11,8","6,6","6,6","0,0","0,0","5,3"
34133,POBLACIÓN DE CERRATO,Población de Cerrato,Palencia,112,105,53,"50,5",76,"72,4",87,"82,9",3,84,5,79,PP,"57,1",PSOE,"15,5",13,48,6,1,7,0,0,4,"15,5","57,1","7,1","1,2","8,3","0,0","0,0","4,8"
34134,POLENTINOS,Polentinos,Palencia,44,41,16,"39,0",20,"48,8",28,"68,3",0,28,1,27,PP,"46,4",PSOE,"35,7",10,13,0,3,1,0,0,0,"35,7","46,4","0,0","10,7","3,6","0,0","0,0","0,0"
34135,POMAR DE VALDIVIA,Pomar de Valdivia,Palencia,475,397,174,"43,8",254,"64,0",308,"77,6",3,305,3,302,PP,"43,0",PSOE,"31,5",96,131,30,15,16,0,0,14,"31,5","43,0","9,8","4,9","5,2","0,0","0,0","4,6"
34136,POZA DE LA VEGA,Poza de la Vega,Palencia,175,146,69,"47,3",101,"69,2",117,"80,1",4,113,5,108,PP,"51,3",PSOE,"29,2",33,58,13,0,0,0,0,4,"29,2","51,3","11,5","0,0","0,0","0,0","0,0","3,5"
34137,POZO DE URAMA,Pozo de Urama,Palencia,21,24,8,"33,3",17,"70,8",23,"95,8",1,22,3,19,PSOE,"40,9",PP,"27,3",9,6,3,0,0,0,0,1,"40,9","27,3","13,6","0,0","0,0","0,0","0,0","4,5"
34139,PRÁDANOS DE OJEDA,Prádanos de Ojeda,Palencia,185,159,76,"47,8",108,"67,9",124,"78,0",0,124,5,119,PP,"42,7",PSOE,"29,0",36,53,19,2,7,0,0,2,"29,0","42,7","15,3","1,6","5,6","0,0","0,0","1,6"
34140,LA PUEBLA DE VALDAVIA,La Puebla de Valdavia,Palencia,92,95,43,"45,3",53,"55,8",74,"77,9",0,74,1,73,PP,"54,1",PSOE,"32,4",24,40,5,0,4,0,0,0,"32,4","54,1","6,8","0,0","5,4","0,0","0,0","0,0"
34141,QUINTANA DEL PUENTE,Quintana del Puente,Palencia,290,176,76,"43,2",112,"63,6",150,"85,2",1,149,1,148,PP,"49,7",PSOE,"26,8",40,74,13,9,11,0,0,1,"26,8","49,7","8,7","6,0","7,4","0,0","0,0","0,7"
34143,QUINTANILLA DE ONSOÑA,Quintanilla de Onsoña,Palencia,179,155,57,"36,8",103,"66,5",132,"85,2",1,131,3,128,PP,"55,7",PSOE,"30,5",40,73,11,2,2,0,0,0,"30,5","55,7","8,4","1,5","1,5","0,0","0,0","0,0"
34146,REINOSO DE CERRATO,Reinoso de Cerrato,Palencia,58,51,20,"39,2",34,"66,7",51,"100,0",0,51,0,51,PSOE,"51,0",PP,"29,4",26,15,4,2,1,0,0,3,"51,0","29,4","7,8","3,9","2,0","0,0","0,0","5,9"
34147,RENEDO DE LA VEGA,Renedo de la Vega,Palencia,191,160,64,"40,0",95,"59,4",112,"70,0",0,112,1,111,PP,"58,9",Cs,"15,2",12,66,17,5,10,0,0,1,"10,7","58,9","15,2","4,5","8,9","0,0","0,0","0,9"
34149,REQUENA DE CAMPOS,Requena de Campos,Palencia,22,21,6,"28,6",14,"66,7",19,"90,5",0,19,0,19,PP,"57,9",Cs,"10,5",1,11,2,1,2,0,0,2,"5,3","57,9","10,5","5,3","10,5","0,0","0,0","10,5"
34151,RESPENDA DE LA PEÑA,Respenda de la Peña,Palencia,147,147,37,"25,2",68,"46,3",108,"73,5",0,108,1,107,PP,"41,7",PSOE,"32,4",35,45,21,2,3,0,0,1,"32,4","41,7","19,4","1,9","2,8","0,0","0,0","0,9"
34152,REVENGA DE CAMPOS,Revenga de Campos,Palencia,147,124,62,"50,0",73,"58,9",105,"84,7",3,102,0,102,PP,"50,0",PSOE,"29,4",30,51,8,3,5,0,0,5,"29,4","50,0","7,8","2,9","4,9","0,0","0,0","4,9"
34154,REVILLA DE COLLAZOS,Revilla de Collazos,Palencia,79,77,24,"31,2",47,"61,0",57,"74,0",1,56,1,55,PP,"55,4",PSOE,"25,0",14,31,4,3,2,0,0,1,"25,0","55,4","7,1","5,4","3,6","0,0","0,0","1,8"
34155,RIBAS DE CAMPOS,Ribas de Campos,Palencia,137,120,60,"50,0",76,"63,3",98,"81,7",2,96,2,94,PSOE,"55,2",PP,"33,3",53,32,6,2,1,0,0,0,"55,2","33,3","6,3","2,1","1,0","0,0","0,0","0,0"
34156,RIBEROS DE LA CUEZA,Riberos de la Cueza,Palencia,54,50,23,"46,0",29,"58,0",40,"80,0",1,39,0,39,PP,"71,8",Cs,"15,4",4,28,6,0,1,0,0,0,"10,3","71,8","15,4","0,0","2,6","0,0","0,0","0,0"
34157,SALDAÑA,Saldaña,Palencia,2950,2366,988,"41,8",1410,"59,6",1842,"77,9",38,1804,21,1783,PP,"41,0",PSOE,"33,3",600,739,224,74,106,0,0,40,"33,3","41,0","12,4","4,1","5,9","0,0","0,0","2,2"
34158,SALINAS DE PISUERGA,Salinas de Pisuerga,Palencia,311,284,100,"35,2",154,"54,2",208,"73,2",2,206,2,204,PSOE,"40,8",PP,"23,3",84,48,44,7,12,0,0,9,"40,8","23,3","21,4","3,4","5,8","0,0","0,0","4,4"
34159,SAN CEBRIÁN DE CAMPOS,San Cebrián de Campos,Palencia,413,370,144,"38,9",197,"53,2",244,"65,9",10,234,0,234,PSOE,"47,9",PP,"27,4",112,64,18,23,9,0,0,8,"47,9","27,4","7,7","9,8","3,8","0,0","0,0","3,4"
34160,SAN CEBRIÁN DE MUDÁ,San Cebrián de Mudá,Palencia,154,133,57,"42,9",94,"70,7",120,"90,2",2,118,1,117,PSOE,"50,0",PP,"16,1",59,19,14,13,7,0,0,5,"50,0","16,1","11,9","11,0","5,9","0,0","0,0","4,2"
34161,SAN CRISTÓBAL DE BOEDO,San Cristóbal de Boedo,Palencia,23,22,4,"18,2",8,"36,4",18,"81,8",0,18,1,17,PP,"44,4",PSOE,"22,2",4,8,2,0,3,0,0,0,"22,2","44,4","11,1","0,0","16,7","0,0","0,0","0,0"
34163,SAN MAMÉS DE CAMPOS,San Mamés de Campos,Palencia,49,47,25,"53,2",33,"70,2",40,"85,1",0,40,1,39,PP,"55,0",PSOE,"35,0",14,22,1,1,0,0,0,1,"35,0","55,0","2,5","2,5","0,0","0,0","0,0","2,5"
34165,SAN ROMÁN DE LA CUBA,San Román de la Cuba,Palencia,62,58,27,"46,6",39,"67,2",49,"84,5",0,49,1,48,PP,"81,6",Cs,"8,2",3,40,4,0,1,0,0,0,"6,1","81,6","8,2","0,0","2,0","0,0","0,0","0,0"
34167,SANTA CECILIA DEL ALCOR,Santa Cecilia del Alcor,Palencia,107,109,62,"56,9",80,"73,4",95,"87,2",0,95,0,95,PP,"47,4",PSOE,"24,2",23,45,10,4,12,0,0,1,"24,2","47,4","10,5","4,2","12,6","0,0","0,0","1,1"
34168,SANTA CRUZ DE BOEDO,Santa Cruz de Boedo,Palencia,49,45,20,"44,4",22,"48,9",41,"91,1",0,41,0,41,PP,"53,7",PSOE,"19,5",8,22,4,4,3,0,0,0,"19,5","53,7","9,8","9,8","7,3","0,0","0,0","0,0"
34169,SANTERVÁS DE LA VEGA,Santervás de la Vega,Palencia,413,375,141,"37,6",254,"67,7",319,"85,1",0,319,7,312,PP,"51,4",PSOE,"19,7",63,164,54,13,13,0,0,5,"19,7","51,4","16,9","4,1","4,1","0,0","0,0","1,6"
34170,SANTIBÁÑEZ DE ECLA,Santibáñez de Ecla,Palencia,48,53,12,"22,6",28,"52,8",32,"60,4",0,32,2,30,PP,"56,3",Cs,"21,9",3,18,7,0,1,0,0,1,"9,4","56,3","21,9","0,0","3,1","0,0","0,0","3,1"
34171,SANTIBÁÑEZ DE LA PEÑA,Santibáñez de la Peña,Palencia,1002,938,320,"34,1",505,"53,8",703,"74,9",8,695,14,681,PP,"39,9",PSOE,"29,5",205,277,94,33,45,0,0,27,"29,5","39,9","13,5","4,7","6,5","0,0","0,0","3,9"
34174,SANTOYO,Santoyo,Palencia,188,176,87,"49,4",118,"67,0",144,"81,8",4,140,2,138,PP,"65,0",PSOE,"20,0",28,91,13,0,3,0,0,3,"20,0","65,0","9,3","0,0","2,1","0,0","0,0","2,1"
34175,LA SERNA,La Serna,Palencia,94,90,35,"38,9",63,"70,0",78,"86,7",2,76,0,76,PP,"57,9",Cs,"21,1",8,44,16,3,5,0,0,0,"10,5","57,9","21,1","3,9","6,6","0,0","0,0","0,0"
34176,SOTOBAÑADO Y PRIORATO,Sotobañado y Priorato,Palencia,144,129,36,"27,9",66,"51,2",102,"79,1",1,101,2,99,PP,"48,5",Cs,"18,8",14,49,19,0,15,0,0,2,"13,9","48,5","18,8","0,0","14,9","0,0","0,0","2,0"
34177,SOTO DE CERRATO,Soto de Cerrato,Palencia,192,177,66,"37,3",110,"62,1",148,"83,6",2,146,2,144,PP,"49,3",PSOE,"27,4",40,72,18,5,5,0,0,4,"27,4","49,3","12,3","3,4","3,4","0,0","0,0","2,7"
34178,TABANERA DE CERRATO,Tabanera de Cerrato,Palencia,137,120,54,"45,0",72,"60,0",100,"83,3",1,99,1,98,PP,"50,5",Cs,"18,2",12,50,18,7,2,0,0,9,"12,1","50,5","18,2","7,1","2,0","0,0","0,0","9,1"
34179,TABANERA DE VALDAVIA,Tabanera de Valdavia,Palencia,24,25,12,"48,0",16,"64,0",22,"88,0",1,21,0,21,PP,"71,4",Cs,"23,8",0,15,5,0,1,0,0,0,"0,0","71,4","23,8","0,0","4,8","0,0","0,0","0,0"
34180,TÁMARA DE CAMPOS,Támara de Campos,Palencia,74,64,36,"56,3",49,"76,6",58,"90,6",0,58,1,57,PP,"41,4",PSOE,"19,0",11,24,11,0,0,0,0,11,"19,0","41,4","19,0","0,0","0,0","0,0","0,0","19,0"
34181,TARIEGO DE CERRATO,Tariego de Cerrato,Palencia,485,422,163,"38,6",235,"55,7",306,"72,5",4,302,2,300,PSOE,"56,3",PP,"24,8",170,75,26,8,10,0,0,11,"56,3","24,8","8,6","2,6","3,3","0,0","0,0","3,6"
34182,TORQUEMADA,Torquemada,Palencia,970,754,295,"39,1",479,"63,5",617,"81,8",5,612,5,607,PP,"50,8",PSOE,"32,8",201,311,45,18,22,0,0,10,"32,8","50,8","7,4","2,9","3,6","0,0","0,0","1,6"
34184,TORREMORMOJON,Torremormojón,Palencia,47,49,14,"28,6",27,"55,1",39,"79,6",2,37,0,37,PP,"75,7",PSOE,"13,5",5,28,0,3,0,0,0,1,"13,5","75,7","0,0","8,1","0,0","0,0","0,0","2,7"
34185,TRIOLLO,Triollo,Palencia,71,69,24,"34,8",29,"42,0",54,"78,3",2,52,3,49,PP,"32,7",PSOE,"30,8",16,17,2,8,6,0,0,0,"30,8","32,7","3,8","15,4","11,5","0,0","0,0","0,0"
34186,VALBUENA DE PISUERGA,Valbuena de Pisuerga,Palencia,46,47,17,"36,2",25,"53,2",44,"93,6",0,44,1,43,PP,"45,5",Cs,"22,7",9,20,10,1,3,0,0,0,"20,5","45,5","22,7","2,3","6,8","0,0","0,0","0,0"
34189,VALDEOLMILLOS,Valdeolmillos,Palencia,57,52,18,"34,6",28,"53,8",35,"67,3",0,35,0,35,PP,"48,6",Cs,"25,7",6,17,9,2,1,0,0,0,"17,1","48,6","25,7","5,7","2,9","0,0","0,0","0,0"
34190,VALDERRÁBANO,Valderrábano,Palencia,48,49,22,"44,9",34,"69,4",40,"81,6",1,39,4,35,PP,"51,3",PSOE,"20,5",8,20,4,0,3,0,0,0,"20,5","51,3","10,3","0,0","7,7","0,0","0,0","0,0"
34192,VALDE-UCIEZA,Valde-Ucieza,Palencia,81,82,37,"45,1",53,"64,6",68,"82,9",1,67,0,67,PP,"52,2",VOX,"16,4",10,35,8,2,11,0,0,1,"14,9","52,2","11,9","3,0","16,4","0,0","0,0","1,5"
34196,VALLE DE CERRATO,Valle de Cerrato,Palencia,88,88,33,"37,5",61,"69,3",71,"80,7",1,70,3,67,PP,"48,6",PSOE,"22,9",16,34,11,1,4,0,0,1,"22,9","48,6","15,7","1,4","5,7","0,0","0,0","1,4"
34199,VELILLA DEL RÍO CARRIÓN,Velilla del Río Carrión,Palencia,1187,1158,531,"45,9",777,"67,1",975,"84,2",29,946,11,935,PSOE,"37,9",PP,"34,1",359,323,135,50,38,0,0,30,"37,9","34,1","14,3","5,3","4,0","0,0","0,0","3,2"
34201,VERTAVILLO,Vertavillo,Palencia,169,171,79,"46,2",115,"67,3",150,"87,7",3,147,2,145,PP,"45,6",PSOE,"27,2",40,67,25,3,6,0,0,4,"27,2","45,6","17,0","2,0","4,1","0,0","0,0","2,7"
34202,VILLABASTA DE VALDAVIA,Villabasta de Valdavia,Palencia,32,28,8,"28,6",15,"53,6",22,"78,6",0,22,1,21,PSOE,"31,8",PP,"27,3",7,6,4,0,3,0,0,1,"31,8","27,3","18,2","0,0","13,6","0,0","0,0","4,5"
34204,VILLACIDALER,Villacidaler,Palencia,45,52,18,"34,6",28,"53,8",44,"84,6",1,43,1,42,PP,"67,4",PSOE,"25,6",11,29,2,0,0,0,0,0,"25,6","67,4","4,7","0,0","0,0","0,0","0,0","0,0"
34205,VILLACONANCIO,Villaconancio,Palencia,60,57,20,"35,1",35,"61,4",46,"80,7",1,45,0,45,PP,"42,2",PSOE,"31,1",14,19,3,0,7,0,0,2,"31,1","42,2","6,7","0,0","15,6","0,0","0,0","4,4"
34206,VILLADA,Villada,Palencia,897,813,314,"38,6",505,"62,1",674,"82,9",5,669,8,661,PSOE,"44,4",PP,"39,0",297,261,56,24,20,0,0,3,"44,4","39,0","8,4","3,6","3,0","0,0","0,0","0,4"
34208,VILLAELES DE VALDAVIA,Villaeles de Valdavia,Palencia,53,48,24,"50,0",34,"70,8",45,"93,8",0,45,0,45,PP,"44,4",Cs,"35,6",1,20,16,1,5,0,0,2,"2,2","44,4","35,6","2,2","11,1","0,0","0,0","4,4"
34210,VILLAHAN,Villahán,Palencia,95,102,51,"50,0",74,"72,5",90,"88,2",0,90,1,89,PP,"52,2",PSOE,"26,7",24,47,7,2,7,0,0,2,"26,7","52,2","7,8","2,2","7,8","0,0","0,0","2,2"
34211,VILLAHERREROS,Villaherreros,Palencia,203,174,86,"49,4",116,"66,7",156,"89,7",1,155,2,153,PP,"63,2",PSOE,"20,0",31,98,11,1,10,0,0,2,"20,0","63,2","7,1","0,6","6,5","0,0","0,0","1,3"
34213,VILLALACO,Villalaco,Palencia,52,52,24,"46,2",38,"73,1",43,"82,7",0,43,0,43,PP,"37,2",Podemos,"20,9",6,16,7,9,5,0,0,0,"14,0","37,2","16,3","20,9","11,6","0,0","0,0","0,0"
34214,VILLALBA DE GUARDO,Villalba de Guardo,Palencia,191,178,88,"49,4",115,"64,6",146,"82,0",1,145,1,144,PSOE,"33,8",PP,"29,7",49,43,24,9,11,0,0,8,"33,8","29,7","16,6","6,2","7,6","0,0","0,0","5,5"
34215,VILLALCÁZAR DE SIRGA,Villalcázar de Sirga,Palencia,168,162,69,"42,6",101,"62,3",132,"81,5",0,132,1,131,PSOE,"38,6",PP,"28,8",51,38,28,6,5,0,0,3,"38,6","28,8","21,2","4,5","3,8","0,0","0,0","2,3"
34216,VILLALCÓN,Villalcón,Palencia,61,59,17,"28,8",30,"50,8",43,"72,9",0,43,1,42,PP,"67,4",PSOE,"11,6",5,29,3,0,3,0,0,2,"11,6","67,4","7,0","0,0","7,0","0,0","0,0","4,7"
34217,VILLALOBON,Villalobón,Palencia,1768,1258,417,"33,1",690,"54,8",968,"76,9",9,959,14,945,PSOE,"31,7",PP,"29,5",304,283,183,47,91,0,0,37,"31,7","29,5","19,1","4,9","9,5","0,0","0,0","3,9"
34218,VILLALUENGA DE LA VEGA,Villaluenga de la Vega,Palencia,566,441,198,"44,9",302,"68,5",360,"81,6",10,350,3,347,PP,"43,4",PSOE,"22,0",77,152,61,10,44,0,0,3,"22,0","43,4","17,4","2,9","12,6","0,0","0,0","0,9"
34220,VILLAMARTÍN DE CAMPOS,Villamartín de Campos,Palencia,187,148,75,"50,7",121,"81,8",135,"91,2",2,133,2,131,PSOE,"30,1",PSOE,"30,1",40,37,40,1,9,0,0,4,"30,1","27,8","30,1","0,8","6,8","0,0","0,0","3,0"
34221,VILLAMEDIANA,Villamediana,Palencia,182,170,66,"38,8",101,"59,4",128,"75,3",0,128,1,127,PSOE,"43,0",PP,"34,4",55,44,14,5,6,0,0,3,"43,0","34,4","10,9","3,9","4,7","0,0","0,0","2,3"
34222,VILLAMERIEL,Villameriel,Palencia,108,110,46,"41,8",66,"60,0",82,"74,5",2,80,1,79,PP,"67,5",PSOE,"15,0",12,54,4,3,6,0,0,0,"15,0","67,5","5,0","3,8","7,5","0,0","0,0","0,0"
34223,VILLAMORONTA,Villamoronta,Palencia,243,204,72,"35,3",126,"61,8",148,"72,5",3,145,2,143,PP,"57,2",PSOE,"16,6",24,83,16,3,17,0,0,0,"16,6","57,2","11,0","2,1","11,7","0,0","0,0","0,0"
34224,VILLAMUERA DE LA CUEZA,Villamuera de la Cueza,Palencia,36,41,17,"41,5",18,"43,9",32,"78,0",0,32,1,31,PP,"62,5",PSOE,"18,8",6,20,5,0,0,0,0,0,"18,8","62,5","15,6","0,0","0,0","0,0","0,0","0,0"
34225,VILLAMURIEL DE CERRATO,Villamuriel de Cerrato,Palencia,6470,4995,1733,"34,7",2644,"52,9",3610,"72,3",43,3567,48,3519,PSOE,"43,0",PP,"22,0",1533,786,533,246,200,0,0,221,"43,0","22,0","14,9","6,9","5,6","0,0","0,0","6,2"
34227,VILLANUEVA DEL REBOLLAR,Villanueva del Rebollar,Palencia,68,72,24,"33,3",47,"65,3",62,"86,1",3,59,1,58,PP,"52,5",Cs,"18,6",8,31,11,2,3,0,0,3,"13,6","52,5","18,6","3,4","5,1","0,0","0,0","5,1"
34228,VILLANUÑO DE VALDAVIA,Villanuño de Valdavia,Palencia,92,76,25,"32,9",57,"75,0",64,"84,2",0,64,0,64,PP,"42,2",PSOE,"39,1",25,27,5,2,3,0,0,2,"39,1","42,2","7,8","3,1","4,7","0,0","0,0","3,1"
34229,VILLAPROVEDO,Villaprovedo,Palencia,52,59,34,"57,6",36,"61,0",47,"79,7",0,47,1,46,PP,"63,8",PSOE,"23,4",11,30,2,2,0,0,0,1,"23,4","63,8","4,3","4,3","0,0","0,0","0,0","2,1"
34230,VILLARMENTERO DE CAMPOS,Villarmentero de Campos,Palencia,18,17,4,"23,5",6,"35,3",11,"64,7",0,11,0,11,PP,"54,5",Cs,"18,2",0,6,2,1,2,0,0,0,"0,0","54,5","18,2","9,1","18,2","0,0","0,0","0,0"
34231,VILLARRABÉ,Villarrabé,Palencia,192,217,71,"32,7",123,"56,7",194,"89,4",3,191,3,188,PP,"49,7",PSOE,"20,4",39,95,28,2,23,0,0,1,"20,4","49,7","14,7","1,0","12,0","0,0","0,0","0,5"
34232,VILLARRAMIEL,Villarramiel,Palencia,833,732,283,"38,7",463,"63,3",591,"80,7",11,580,1,579,PP,"43,3",PSOE,"33,6",195,251,99,6,21,0,0,7,"33,6","43,3","17,1","1,0","3,6","0,0","0,0","1,2"
34233,VILLASARRACINO,Villasarracino,Palencia,138,128,58,"45,3",88,"68,8",109,"85,2",1,108,1,107,PP,"66,7",PSOE,"18,5",20,72,10,0,4,0,0,1,"18,5","66,7","9,3","0,0","3,7","0,0","0,0","0,9"
34234,VILLASILA DE VALDAVIA,Villasila de Valdavia,Palencia,64,65,31,"47,7",44,"67,7",57,"87,7",0,57,0,57,PP,"42,1",PSOE,"28,1",16,24,5,3,8,0,0,1,"28,1","42,1","8,8","5,3","14,0","0,0","0,0","1,8"
34236,VILLATURDE,Villaturde,Palencia,158,145,68,"46,9",84,"57,9",107,"73,8",0,107,1,106,PP,"59,8",Cs,"16,8",17,64,18,0,4,0,0,3,"15,9","59,8","16,8","0,0","3,7","0,0","0,0","2,8"
34237,VILLAUMBRALES,Villaumbrales,Palencia,653,576,251,"43,6",388,"67,4",489,"84,9",7,482,6,476,PP,"53,3",PSOE,"28,2",136,257,51,6,21,0,0,5,"28,2","53,3","10,6","1,2","4,4","0,0","0,0","1,0"
34238,VILLAVIUDAS,Villaviudas,Palencia,355,301,109,"36,2",181,"60,1",245,"81,4",3,242,9,233,PSOE,"50,0",PP,"30,2",121,73,24,6,5,0,0,4,"50,0","30,2","9,9","2,5","2,1","0,0","0,0","1,7"
34240,VILLERÍAS DE CAMPOS,Villerías de Campos,Palencia,86,85,23,"27,1",41,"48,2",56,"65,9",1,55,3,52,PP,"45,5",PSOE,"23,6",13,25,7,1,6,0,0,0,"23,6","45,5","12,7","1,8","10,9","0,0","0,0","0,0"
34241,VILLODRE,Villodre,Palencia,17,18,8,"44,4",13,"72,2",16,"88,9",1,15,4,11,PP,"66,7",PSOE,"6,7",1,10,0,0,0,0,0,0,"6,7","66,7","0,0","0,0","0,0","0,0","0,0","0,0"
34242,VILLODRIGO,Villodrigo,Palencia,109,93,32,"34,4",54,"58,1",68,"73,1",1,67,3,64,PP,"41,8",PSOE,"23,9",16,28,11,4,5,0,0,0,"23,9","41,8","16,4","6,0","7,5","0,0","0,0","0,0"
34243,VILLOLDO,Villoldo,Palencia,325,323,157,"48,6",225,"69,7",276,"85,4",4,272,5,267,PP,"49,3",PSOE,"29,4",80,134,25,6,12,0,0,10,"29,4","49,3","9,2","2,2","4,4","0,0","0,0","3,7"
34245,VILLOTA DEL PÁRAMO,Villota del Páramo,Palencia,315,309,137,"44,3",213,"68,9",272,"88,0",4,268,1,267,PP,"45,1",PSOE,"34,3",92,121,39,3,10,0,0,2,"34,3","45,1","14,6","1,1","3,7","0,0","0,0","0,7"
34246,VILLOVIECO,Villovieco,Palencia,68,69,28,"40,6",42,"60,9",53,"76,8",0,53,1,52,PP,"43,4",PSOE,"30,2",16,23,2,0,8,0,0,3,"30,2","43,4","3,8","0,0","15,1","0,0","0,0","5,7"
34901,OSORNO LA MAYOR,Osorno la Mayor,Palencia,1171,1071,390,"36,4",473,"44,2",784,"73,2",8,776,10,766,PP,"43,9",PSOE,"30,3",235,341,106,28,44,0,0,12,"30,3","43,9","13,7","3,6","5,7","0,0","0,0","1,5"
34902,VALLE DEL RETORTILLO,Valle del Retortillo,Palencia,174,123,44,"35,8",68,"55,3",92,"74,8",2,90,3,87,PP,"56,7",PSOE,"22,2",20,51,12,1,2,0,0,1,"22,2","56,7","13,3","1,1","2,2","0,0","0,0","1,1"
34903,LOMA DE UCIEZA,Loma de Ucieza,Palencia,199,182,63,"34,6",98,"53,8",131,"72,0",3,128,0,128,PP,"43,8",PSOE,"26,6",34,56,15,2,19,0,0,2,"26,6","43,8","11,7","1,6","14,8","0,0","0,0","1,6"
34904,LA PERNÍA,La Pernía,Palencia,316,300,111,"37,0",177,"59,0",252,"84,0",1,251,3,248,PSOE,"42,2",PP,"33,1",106,83,29,10,13,0,0,7,"42,2","33,1","11,6","4,0","5,2","0,0","0,0","2,8"
37001,ABUSEJO,Abusejo,Salamanca,166,172,89,"51,7",114,"66,3",149,"86,6",1,148,2,146,PP,"48,6",PSOE,"26,4",39,72,26,6,2,1,0,0,"26,4","48,6","17,6","4,1","1,4","0,7","0,0","0,0"
37002,AGALLAS,Agallas,Salamanca,128,129,42,"32,6",68,"52,7",0,"0,0",0,0,0,0,PSOE,#DIV/0!,PSOE,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
37003,AHIGAL DE LOS ACEITEROS,Ahigal de los Aceiteros,Salamanca,114,108,54,"50,0",67,"62,0",84,"77,8",2,82,1,81,PP,"53,7",PSOE,"28,0",23,44,13,0,1,0,0,0,"28,0","53,7","15,9","0,0","1,2","0,0","0,0","0,0"
37004,AHIGAL DE VILLARINO,Ahigal de Villarino,Salamanca,24,25,6,"24,0",13,"52,0",18,"72,0",0,18,0,18,PP,"66,7",PSOE,"22,2",4,12,1,1,0,0,0,0,"22,2","66,7","5,6","5,6","0,0","0,0","0,0","0,0"
37005,LA ALAMEDA DE GARDÓN,La Alameda de Gardón,Salamanca,67,68,40,"58,8",43,"63,2",55,"80,9",0,55,1,54,PP,"65,5",PSOE,"18,2",10,36,2,0,6,0,0,0,"18,2","65,5","3,6","0,0","10,9","0,0","0,0","0,0"
37006,LA ALAMEDILLA,La Alamedilla,Salamanca,121,117,56,"47,9",62,"53,0",87,"74,4",0,87,0,87,PP,"50,6",PSOE,"25,3",22,44,3,5,5,0,0,8,"25,3","50,6","3,4","5,7","5,7","0,0","0,0","9,2"
37007,ALARAZ,Alaraz,Salamanca,429,397,169,"42,6",245,"61,7",301,"75,8",3,298,2,296,PP,"34,6",PSOE,"32,9",98,103,74,5,15,0,0,1,"32,9","34,6","24,8","1,7","5,0","0,0","0,0","0,3"
37008,ALBA DE TORMES,Alba de Tormes,Salamanca,5159,4203,1640,"39,0",2556,"60,8",3287,"78,2",63,3224,40,3184,PP,"43,6",PSOE,"33,6",1084,1406,376,109,153,6,0,50,"33,6","43,6","11,7","3,4","4,7","0,2","0,0","1,6"
