id_municipio,Municipio,muni_clean,provincia,poblacion,censo,1_avance,particip_1_avance,2_avance,particip_2_avance,total_votantes,particip_total,v_nulos,votos_validos,v_blanco,total_votos_candid,ganador,por_ganador,segundo,por_segundo,PSOE,PP,Cs,Podemos,VOX,UPL,XAV,Otros,psoe_por,pp_por,cs_por,podemos_por,vox_por,upl_por,xav_por,otros_por
09009,ALBILLOS,Albillos,Burgos,221,158,61,"38,6",90,"57,0",122,"77,2",1,121,4,117,PP,"31,4",PSOE,"24,0",29,38,28,5,14,0,0,3,"24,0","31,4","23,1","4,1","11,6","0,0","0,0","2,5"
09010,ALCOCERO DE MOLA,Alcocero de Mola,Burgos,33,32,19,"59,4",21,"65,6",24,"75,0",0,24,1,23,PP,"50,0",PSOE,"20,8",5,12,2,0,4,0,0,0,"20,8","50,0","8,3","0,0","16,7","0,0","0,0","0,0"
09011,ALFOZ DE BRICIA,Alfoz de Bricia,Burgos,73,73,21,"28,8",40,"54,8",54,"74,0",0,54,1,53,PP,"37,0",PSOE,"20,4",11,20,10,6,5,0,0,1,"20,4","37,0","18,5","11,1","9,3","0,0","0,0","1,9"
09012,ALFOZ DE SANTA GADEA,Alfoz de Santa Gadea,Burgos,105,93,37,"39,8",54,"58,1",79,"84,9",0,79,2,77,PSOE,"38,0",PP,"34,2",30,27,7,7,3,0,0,3,"38,0","34,2","8,9","8,9","3,8","0,0","0,0","3,8"
09013,ALTABLE,Altable,Burgos,47,44,17,"38,6",24,"54,5",36,"81,8",0,36,0,36,PP,"52,8",PSOE,"25,0",9,19,4,3,1,0,0,0,"25,0","52,8","11,1","8,3","2,8","0,0","0,0","0,0"
09014,LOS ALTOS,Los Altos,Burgos,191,191,85,"44,5",110,"57,6",123,"64,4",1,122,4,118,PP,"43,4",PSOE,"41,0",50,53,0,7,6,0,0,2,"41,0","43,4","0,0","5,7","4,9","0,0","0,0","1,6"
09016,AMEYUGO,Ameyugo,Burgos,116,82,44,"53,7",47,"57,3",64,"78,0",0,64,3,61,PSOE,"48,4",PP,"25,0",31,16,8,2,1,0,0,3,"48,4","25,0","12,5","3,1","1,6","0,0","0,0","4,7"
09017,ANGUIX,Anguix,Burgos,158,91,35,"38,5",54,"59,3",69,"75,8",3,66,3,63,PSOE,"45,5",PP,"30,3",30,20,8,1,3,0,0,1,"45,5","30,3","12,1","1,5","4,5","0,0","0,0","1,5"
09018,ARANDA DE DUERO,Aranda de Duero,Burgos,33084,24622,8431,"34,2",11877,"48,2",15812,"64,2",135,15677,132,15545,PSOE,"39,1",PP,"23,4",6134,3669,3036,1165,976,0,0,565,"39,1","23,4","19,4","7,4","6,2","0,0","0,0","3,6"
09019,ARANDILLA,Arandilla,Burgos,158,145,67,"46,2",94,"64,8",110,"75,9",5,105,2,103,PSOE,"32,4",PP,"29,5",34,31,23,3,3,0,0,9,"32,4","29,5","21,9","2,9","2,9","0,0","0,0","8,6"
09020,ARAUZO DE MIEL,Arauzo de Miel,Burgos,288,237,115,"48,5",157,"66,2",177,"74,7",2,175,3,172,PP,"51,4",PSOE,"25,7",45,90,31,1,5,0,0,0,"25,7","51,4","17,7","0,6","2,9","0,0","0,0","0,0"
09021,ARAUZO DE SALCE,Arauzo de Salce,Burgos,47,51,22,"43,1",27,"52,9",38,"74,5",0,38,1,37,PP,"39,5",PSOE,"21,1",8,15,6,3,1,0,0,4,"21,1","39,5","15,8","7,9","2,6","0,0","0,0","10,5"
09022,ARAUZO DE TORRE,Arauzo de Torre,Burgos,71,60,25,"41,7",44,"73,3",53,"88,3",0,53,0,53,Cs,"39,6",PP,"37,7",5,20,21,5,1,0,0,1,"9,4","37,7","39,6","9,4","1,9","0,0","0,0","1,9"
09023,ARCOS,Arcos,Burgos,1816,1185,405,"34,2",636,"53,7",852,"71,9",8,844,14,830,PSOE,"35,4",PP,"26,4",299,223,175,52,46,0,0,35,"35,4","26,4","20,7","6,2","5,5","0,0","0,0","4,1"
09024,ARENILLAS DE RIOPISUERGA,Arenillas de Riopisuerga,Burgos,176,149,53,"35,6",87,"58,4",103,"69,1",4,99,0,99,PP,"39,4",PSOE,"37,4",37,39,11,3,7,0,0,2,"37,4","39,4","11,1","3,0","7,1","0,0","0,0","2,0"
09025,ARIJA,Arija,Burgos,118,106,30,"28,3",54,"50,9",69,"65,1",1,68,0,68,PP,"51,5",PSOE,"25,0",17,35,8,3,4,0,0,1,"25,0","51,5","11,8","4,4","5,9","0,0","0,0","1,5"
09026,ARLANZÓN,Arlanzón,Burgos,419,370,160,"43,2",241,"65,1",304,"82,2",2,302,5,297,PSOE,"33,8",PP,"31,1",102,94,58,13,22,0,0,8,"33,8","31,1","19,2","4,3","7,3","0,0","0,0","2,6"
09027,ARRAYA DE OCA,Arraya de Oca,Burgos,46,48,20,"41,7",38,"79,2",43,"89,6",1,42,1,41,PSOE,"52,4",PP,"31,0",22,13,2,2,0,0,0,2,"52,4","31,0","4,8","4,8","0,0","0,0","0,0","4,8"
09029,ATAPUERCA,Atapuerca,Burgos,182,143,51,"35,7",65,"45,5",100,"69,9",1,99,3,96,PSOE,"28,3",PP,"25,3",28,25,14,10,11,0,0,8,"28,3","25,3","14,1","10,1","11,1","0,0","0,0","8,1"
09030,LOS AUSINES,Los Ausines,Burgos,131,118,49,"41,5",71,"60,2",95,"80,5",0,95,2,93,PP,"36,8",PSOE,"30,5",29,35,18,4,5,0,0,2,"30,5","36,8","18,9","4,2","5,3","0,0","0,0","2,1"
09032,AVELLANOSA DE MUÑÓ,Avellanosa de Muñó,Burgos,103,103,28,"27,2",44,"42,7",68,"66,0",1,67,0,67,PSOE,"53,7",PP,"16,4",36,11,9,4,5,0,0,2,"53,7","16,4","13,4","6,0","7,5","0,0","0,0","3,0"
09033,BAHABÓN DE ESGUEVA,Bahabón de Esgueva,Burgos,80,82,32,"39,0",49,"59,8",62,"75,6",1,61,1,60,PP,"44,3",PSOE,"29,5",18,27,8,4,1,0,0,2,"29,5","44,3","13,1","6,6","1,6","0,0","0,0","3,3"
09034,LOS BALBASES,Los Balbases,Burgos,321,287,159,"55,4",202,"70,4",253,"88,2",3,250,6,244,Cs,"37,2",PP,"36,8",46,92,93,5,6,0,0,2,"18,4","36,8","37,2","2,0","2,4","0,0","0,0","0,8"
09035,BAÑOS DE VALDEARADOS,Baños de Valdearados,Burgos,322,282,88,"31,2",164,"58,2",196,"69,5",1,195,1,194,PSOE,"39,5",PP,"23,1",77,45,40,16,12,0,0,4,"39,5","23,1","20,5","8,2","6,2","0,0","0,0","2,1"
09036,BAÑUELOS DE BUREBA,Bañuelos de Bureba,Burgos,31,37,9,"24,3",12,"32,4",31,"83,8",2,29,2,27,PP,"55,2",Cs,"13,8",2,16,4,3,1,0,0,1,"6,9","55,2","13,8","10,3","3,4","0,0","0,0","3,4"
09037,BARBADILLO DE HERREROS,Barbadillo de Herreros,Burgos,112,105,52,"49,5",76,"72,4",101,"96,2",0,101,1,100,PSOE,"57,4",PP,"14,9",58,15,10,8,6,0,0,3,"57,4","14,9","9,9","7,9","5,9","0,0","0,0","3,0"
09038,BARBADILLO DEL MERCADO,Barbadillo del Mercado,Burgos,144,111,38,"34,2",58,"52,3",85,"76,6",0,85,2,83,PSOE,"37,6",PP,"24,7",32,21,17,5,7,0,0,1,"37,6","24,7","20,0","5,9","8,2","0,0","0,0","1,2"
09039,BARBADILLO DEL PEZ,Barbadillo del Pez,Burgos,65,56,22,"39,3",35,"62,5",49,"87,5",0,49,2,47,PP,"55,1",Cs,"28,6",3,27,14,0,2,0,0,1,"6,1","55,1","28,6","0,0","4,1","0,0","0,0","2,0"
09041,BARRIO DE MUÑÓ,Barrio de Muñó,Burgos,32,26,10,"38,5",21,"80,8",24,"92,3",1,23,0,23,PSOE,"43,5",PP,"34,8",10,8,4,1,0,0,0,0,"43,5","34,8","17,4","4,3","0,0","0,0","0,0","0,0"
09043,LOS BARRIOS DE BUREBA,Los Barrios de Bureba,Burgos,186,184,75,"40,8",112,"60,9",140,"76,1",2,138,4,134,PP,"45,7",PSOE,"24,6",34,63,19,8,7,0,0,3,"24,6","45,7","13,8","5,8","5,1","0,0","0,0","2,2"
09044,BARRIOS DE COLINA,Barrios de Colina,Burgos,51,51,17,"33,3",34,"66,7",46,"90,2",0,46,1,45,Cs,"34,8",PSOE,"30,4",14,12,16,0,2,0,0,1,"30,4","26,1","34,8","0,0","4,3","0,0","0,0","2,2"
09045,BASCONCILLOS DEL TOZO,Basconcillos del Tozo,Burgos,292,273,91,"33,3",149,"54,6",198,"72,5",1,197,8,189,PP,"43,7",PSOE,"33,5",66,86,19,11,1,0,0,6,"33,5","43,7","9,6","5,6","0,5","0,0","0,0","3,0"
09046,BASCUÑANA,Bascuñana,Burgos,21,24,9,"37,5",12,"50,0",18,"75,0",0,18,0,18,PP,"44,4",PSOE,"33,3",6,8,1,2,0,0,0,1,"33,3","44,4","5,6","11,1","0,0","0,0","0,0","5,6"
09047,BELBIMBRE,Belbimbre,Burgos,57,53,18,"34,0",35,"66,0",46,"86,8",0,46,0,46,PP,"47,8",PSOE,"21,7",10,22,9,4,1,0,0,0,"21,7","47,8","19,6","8,7","2,2","0,0","0,0","0,0"
09048,BELORADO,Belorado,Burgos,1754,1374,555,"40,4",764,"55,6",1010,"73,5",15,995,19,976,PSOE,"36,4",PP,"29,8",362,297,169,53,36,0,0,59,"36,4","29,8","17,0","5,3","3,6","0,0","0,0","5,9"
09050,BERBERANA,Berberana,Burgos,54,53,15,"28,3",28,"52,8",36,"67,9",2,34,0,34,PP,"35,3",PSOE,"32,4",11,12,1,2,3,0,0,5,"32,4","35,3","2,9","5,9","8,8","0,0","0,0","14,7"
09051,BERLANGAS DE ROA,Berlangas de Roa,Burgos,180,163,64,"39,3",98,"60,1",123,"75,5",0,123,0,123,PP,"46,3",PSOE,"28,5",35,57,22,3,3,0,0,3,"28,5","46,3","17,9","2,4","2,4","0,0","0,0","2,4"
09052,BERZOSA DE BUREBA,Berzosa de Bureba,Burgos,27,29,8,"27,6",15,"51,7",21,"72,4",0,21,3,18,PP,"52,4",Cs,"19,0",1,11,4,0,2,0,0,0,"4,8","52,4","19,0","0,0","9,5","0,0","0,0","0,0"
09054,BOZOO,Bozoó,Burgos,100,90,45,"50,0",57,"63,3",73,"81,1",0,73,4,69,PP,"47,9",Cs,"21,9",10,35,16,4,1,0,0,3,"13,7","47,9","21,9","5,5","1,4","0,0","0,0","4,1"
09055,BRAZACORTA,Brazacorta,Burgos,51,47,23,"48,9",29,"61,7",34,"72,3",0,34,0,34,PP,"47,1",PSOE,"29,4",10,16,4,2,2,0,0,0,"29,4","47,1","11,8","5,9","5,9","0,0","0,0","0,0"
09056,BRIVIESCA,Briviesca,Burgos,6465,4807,1784,"37,1",2540,"52,8",3256,"67,7",25,3231,50,3181,PSOE,"34,2",PP,"31,6",1105,1020,538,226,190,0,0,102,"34,2","31,6","16,7","7,0","5,9","0,0","0,0","3,2"
09057,BUGEDO,Bugedo,Burgos,196,148,57,"38,5",79,"53,4",99,"66,9",1,98,5,93,PP,"36,7",PSOE,"31,6",31,36,8,16,1,0,0,1,"31,6","36,7","8,2","16,3","1,0","0,0","0,0","1,0"
09058,BUNIEL,Buniel,Burgos,605,397,138,"34,8",176,"44,3",264,"66,5",4,260,4,256,Cs,"30,0",PSOE,"25,0",65,54,78,21,21,0,0,17,"25,0","20,8","30,0","8,1","8,1","0,0","0,0","6,5"
09059,BURGOS,Burgos,Burgos,174051,136710,46667,"34,1",67756,"49,6",91997,"67,3",815,91182,896,90268,PSOE,"37,4",PP,"26,3",34139,24002,16430,6482,6510,0,0,2705,"37,4","26,3","18,0","7,1","7,1","0,0","0,0","3,0"
09060,BUSTO DE BUREBA,Busto de Bureba,Burgos,138,127,64,"50,4",87,"68,5",105,"82,7",3,102,2,100,PP,"55,9",PSOE,"22,5",23,57,8,4,6,0,0,2,"22,5","55,9","7,8","3,9","5,9","0,0","0,0","2,0"
09061,CABAÑES DE ESGUEVA,Cabañes de Esgueva,Burgos,166,146,65,"44,5",92,"63,0",120,"82,2",0,120,0,120,PP,"72,5",Cs,"9,2",9,87,11,2,11,0,0,0,"7,5","72,5","9,2","1,7","9,2","0,0","0,0","0,0"
09062,CABEZÓN DE LA SIERRA,Cabezón de la Sierra,Burgos,40,40,15,"37,5",28,"70,0",39,"97,5",1,38,0,38,PP,"39,5",PSOE,"34,2",13,15,4,2,4,0,0,0,"34,2","39,5","10,5","5,3","10,5","0,0","0,0","0,0"
09063,CAVIA,Cavia,Burgos,248,214,65,"30,4",141,"65,9",178,"83,2",0,178,0,178,PP,"53,9",Cs,"22,5",26,96,40,3,8,0,0,5,"14,6","53,9","22,5","1,7","4,5","0,0","0,0","2,8"
09064,CALERUEGA,Caleruega,Burgos,419,306,121,"39,5",172,"56,2",255,"83,3",1,254,3,251,Cs,"61,8",PP,"19,3",22,49,157,5,10,0,0,8,"8,7","19,3","61,8","2,0","3,9","0,0","0,0","3,1"
09065,CAMPILLO DE ARANDA,Campillo de Aranda,Burgos,169,140,57,"40,7",85,"60,7",115,"82,1",1,114,1,113,PP,"42,1",PSOE,"28,1",32,48,16,8,4,0,0,5,"28,1","42,1","14,0","7,0","3,5","0,0","0,0","4,4"
09066,CAMPOLARA,Campolara,Burgos,56,54,17,"31,5",27,"50,0",33,"61,1",0,33,1,32,PSOE,"51,5",Cs,"21,2",17,5,7,1,0,0,0,2,"51,5","15,2","21,2","3,0","0,0","0,0","0,0","6,1"
09067,CANICOSA DE LA SIERRA,Canicosa de la Sierra,Burgos,436,405,87,"21,5",174,"43,0",252,"62,2",6,246,2,244,PP,"53,3",PSOE,"22,4",55,131,32,8,14,0,0,4,"22,4","53,3","13,0","3,3","5,7","0,0","0,0","1,6"
09068,CANTABRANA,Cantabrana,Burgos,25,23,8,"34,8",10,"43,5",14,"60,9",0,14,0,14,PSOE,"64,3",PP,"14,3",9,2,2,1,0,0,0,0,"64,3","14,3","14,3","7,1","0,0","0,0","0,0","0,0"
09070,CARAZO,Carazo,Burgos,30,33,12,"36,4",19,"57,6",30,"90,9",0,30,0,30,PSOE,"46,7",PP,"33,3",14,10,1,3,0,0,0,2,"46,7","33,3","3,3","10,0","0,0","0,0","0,0","6,7"
09071,CARCEDO DE BUREBA,Carcedo de Bureba,Burgos,45,40,18,"45,0",21,"52,5",34,"85,0",0,34,1,33,PP,"47,1",Cs,"20,6",2,16,7,4,3,0,0,1,"5,9","47,1","20,6","11,8","8,8","0,0","0,0","2,9"
09072,CARCEDO DE BURGOS,Carcedo de Burgos,Burgos,448,323,132,"40,9",205,"63,5",256,"79,3",1,255,2,253,PSOE,"42,7",PP,"22,0",109,56,46,13,17,0,0,12,"42,7","22,0","18,0","5,1","6,7","0,0","0,0","4,7"
09073,CARDEÑADIJO,Cardeñadijo,Burgos,1414,962,381,"39,6",577,"60,0",748,"77,8",10,738,11,727,PSOE,"35,6",Cs,"24,4",263,159,180,61,40,0,0,24,"35,6","21,5","24,4","8,3","5,4","0,0","0,0","3,3"
09074,CARDEÑAJIMENO,Cardeñajimeno,Burgos,1175,832,264,"31,7",454,"54,6",604,"72,6",4,600,5,595,PSOE,"34,2",Cs,"27,0",205,106,162,50,56,0,0,16,"34,2","17,7","27,0","8,3","9,3","0,0","0,0","2,7"
09075,CARDEÑUELA RIOPICO,Cardeñuela Riopico,Burgos,109,105,42,"40,0",73,"69,5",85,"81,0",0,85,0,85,PSOE,"31,8",PP,"24,7",27,21,16,2,17,0,0,2,"31,8","24,7","18,8","2,4","20,0","0,0","0,0","2,4"
09076,CARRIAS,Carrias,Burgos,25,24,6,"25,0",13,"54,2",18,"75,0",0,18,0,18,PP,"38,9",PSOE,"33,3",6,7,3,1,1,0,0,0,"33,3","38,9","16,7","5,6","5,6","0,0","0,0","0,0"
09077,CASCAJARES DE BUREBA,Cascajares de Bureba,Burgos,29,30,7,"23,3",14,"46,7",23,"76,7",0,23,0,23,PP,"47,8",Cs,"21,7",4,11,5,0,3,0,0,0,"17,4","47,8","21,7","0,0","13,0","0,0","0,0","0,0"
09078,CASCAJARES DE LA SIERRA,Cascajares de la Sierra,Burgos,32,33,22,"66,7",23,"69,7",30,"90,9",0,30,2,28,PSOE,"36,7",PSOE,"36,7",11,11,5,0,0,0,0,1,"36,7","36,7","16,7","0,0","0,0","0,0","0,0","3,3"
09079,CASTELLANOS DE CASTRO,Castellanos de Castro,Burgos,49,48,27,"56,3",35,"72,9",42,"87,5",0,42,0,42,PP,"83,3",Cs,"7,1",2,35,3,0,2,0,0,0,"4,8","83,3","7,1","0,0","4,8","0,0","0,0","0,0"
09082,CASTILDELGADO,Castildelgado,Burgos,33,36,16,"44,4",25,"69,4",32,"88,9",1,31,0,31,PP,"80,6",PSOE,"6,5",2,25,2,0,2,0,0,0,"6,5","80,6","6,5","0,0","6,5","0,0","0,0","0,0"
09083,CASTIL DE PEONES,Castil de Peones,Burgos,25,27,16,"59,3",20,"74,1",23,"85,2",0,23,0,23,PP,"60,9",VOX,"17,4",3,14,2,0,4,0,0,0,"13,0","60,9","8,7","0,0","17,4","0,0","0,0","0,0"
09084,CASTRILLO DE LA REINA,Castrillo de la Reina,Burgos,173,167,82,"49,1",121,"72,5",134,"80,2",0,134,2,132,PP,"46,3",PSOE,"29,9",40,62,15,2,8,0,0,5,"29,9","46,3","11,2","1,5","6,0","0,0","0,0","3,7"
09085,CASTRILLO DE LA VEGA,Castrillo de la Vega,Burgos,648,478,195,"40,8",291,"60,9",361,"75,5",5,356,3,353,PSOE,"42,4",PP,"25,6",151,91,58,23,19,0,0,11,"42,4","25,6","16,3","6,5","5,3","0,0","0,0","3,1"
09086,CASTRILLO DEL VAL,Castrillo del Val,Burgos,814,662,258,"39,0",370,"55,9",480,"72,5",5,475,7,468,PP,"31,6",PSOE,"24,2",115,150,105,30,55,0,0,13,"24,2","31,6","22,1","6,3","11,6","0,0","0,0","2,7"
09088,CASTRILLO DE RIOPISUERGA,Castrillo de Riopisuerga,Burgos,57,64,11,"17,2",21,"32,8",35,"54,7",0,35,0,35,PSOE,"37,1",PP,"25,7",13,9,4,5,3,0,0,1,"37,1","25,7","11,4","14,3","8,6","0,0","0,0","2,9"
09090,CASTRILLO MATAJUDÍOS,Castrillo Mota de Judíos,Burgos,49,49,27,"55,1",36,"73,5",44,"89,8",0,44,1,43,PP,"43,2",Cs,"34,1",1,19,15,6,1,0,0,1,"2,3","43,2","34,1","13,6","2,3","0,0","0,0","2,3"
09091,CASTROJERIZ,Castrojeriz,Burgos,758,700,264,"37,7",385,"55,0",509,"72,7",5,504,9,495,PP,"46,2",PSOE,"29,2",147,233,64,21,26,0,0,4,"29,2","46,2","12,7","4,2","5,2","0,0","0,0","0,8"
09093,CAYUELA,Cayuela,Burgos,190,162,77,"47,5",103,"63,6",133,"82,1",1,132,0,132,PSOE,"35,6",PP,"28,0",47,37,28,8,9,0,0,3,"35,6","28,0","21,2","6,1","6,8","0,0","0,0","2,3"
09094,CEBRECOS,Cebrecos,Burgos,54,52,11,"21,2",33,"63,5",43,"82,7",0,43,0,43,PP,"51,2",PSOE,"23,3",10,22,1,3,0,0,0,7,"23,3","51,2","2,3","7,0","0,0","0,0","0,0","16,3"
09095,CELADA DEL CAMINO,Celada del Camino,Burgos,102,112,35,"31,3",52,"46,4",64,"57,1",0,64,1,63,PP,"46,9",Cs,"23,4",10,30,15,0,6,0,0,2,"15,6","46,9","23,4","0,0","9,4","0,0","0,0","3,1"
09098,CEREZO DE RIO TIRON,Cerezo de Río Tirón,Burgos,532,476,222,"46,6",317,"66,6",377,"79,2",6,371,7,364,PP,"38,5",PSOE,"28,8",107,143,75,13,21,0,0,5,"28,8","38,5","20,2","3,5","5,7","0,0","0,0","1,3"
09100,CERRATÓN DE JUARROS,Cerratón de Juarros,Burgos,52,58,22,"37,9",32,"55,2",43,"74,1",0,43,1,42,PP,"62,8",VOX,"18,6",4,27,2,1,8,0,0,0,"9,3","62,8","4,7","2,3","18,6","0,0","0,0","0,0"
09101,CIADONCHA,Ciadoncha,Burgos,78,72,28,"38,9",44,"61,1",55,"76,4",0,55,0,55,PP,"56,4",Cs,"12,7",6,31,7,1,6,0,0,4,"10,9","56,4","12,7","1,8","10,9","0,0","0,0","7,3"
09102,CILLAPERLATA,Cillaperlata,Burgos,35,33,10,"30,3",18,"54,5",26,"78,8",0,26,1,25,PP,"46,2",PSOE,"19,2",5,12,4,3,0,0,0,1,"19,2","46,2","15,4","11,5","0,0","0,0","0,0","3,8"
09103,CILLERUELO DE ABAJO,Cilleruelo de Abajo,Burgos,218,200,81,"40,5",144,"72,0",168,"84,0",2,166,2,164,PSOE,"45,8",PP,"36,7",76,61,15,7,4,0,0,1,"45,8","36,7","9,0","4,2","2,4","0,0","0,0","0,6"
09104,CILLERUELO DE ARRIBA,Cilleruelo de Arriba,Burgos,41,49,17,"34,7",28,"57,1",34,"69,4",0,34,0,34,PP,"73,5",VOX,"14,7",1,25,2,1,5,0,0,0,"2,9","73,5","5,9","2,9","14,7","0,0","0,0","0,0"
09105,CIRUELOS DE CERVERA,Ciruelos de Cervera,Burgos,104,97,32,"33,0",59,"60,8",81,"83,5",2,79,1,78,PSOE,"34,2",PP,"30,4",27,24,14,6,4,0,0,3,"34,2","30,4","17,7","7,6","5,1","0,0","0,0","3,8"
09108,COGOLLOS,Cogollos,Burgos,592,433,176,"40,6",241,"55,7",314,"72,5",3,311,4,307,PSOE,"35,7",PP,"26,0",111,81,45,34,24,0,0,12,"35,7","26,0","14,5","10,9","7,7","0,0","0,0","3,9"
09109,CONDADO DE TREVIÑO,Condado de Treviño,Burgos,1416,1060,337,"31,8",526,"49,6",624,"58,9",16,608,19,589,PSOE,"28,3",Podemos,"28,1",172,124,57,171,22,0,0,43,"28,3","20,4","9,4","28,1","3,6","0,0","0,0","7,1"
09110,CONTRERAS,Contreras,Burgos,81,77,26,"33,8",48,"62,3",57,"74,0",0,57,0,57,PP,"49,1",PSOE,"35,1",20,28,6,0,2,0,0,1,"35,1","49,1","10,5","0,0","3,5","0,0","0,0","1,8"
09112,CORUÑA DEL CONDE,Coruña del Conde,Burgos,105,102,32,"31,4",54,"52,9",71,"69,6",2,69,1,68,PP,"50,7",PSOE,"29,0",20,35,7,2,1,0,0,3,"29,0","50,7","10,1","2,9","1,4","0,0","0,0","4,3"
09113,COVARRUBIAS,Covarrubias,Burgos,539,460,196,"42,6",278,"60,4",329,"71,5",3,326,10,316,Cs,"29,8",PSOE,"29,1",95,68,97,40,11,0,0,5,"29,1","20,9","29,8","12,3","3,4","0,0","0,0","1,5"
09114,CUBILLO DEL CAMPO,Cubillo del Campo,Burgos,102,76,43,"56,6",58,"76,3",68,"89,5",0,68,0,68,PP,"36,8",Cs,"29,4",18,25,20,2,2,0,0,1,"26,5","36,8","29,4","2,9","2,9","0,0","0,0","1,5"
09115,CUBO DE BUREBA,Cubo de Bureba,Burgos,105,91,37,"40,7",39,"42,9",64,"70,3",3,61,2,59,PP,"52,5",PSOE,"19,7",12,32,6,6,1,0,0,2,"19,7","52,5","9,8","9,8","1,6","0,0","0,0","3,3"
09117,CUEVA DE ROA (LA),La Cueva de Roa,Burgos,106,71,34,"47,9",41,"57,7",57,"80,3",0,57,0,57,PP,"45,6",PSOE,"29,8",17,26,11,0,2,0,0,1,"29,8","45,6","19,3","0,0","3,5","0,0","0,0","1,8"
09119,CUEVAS DE SAN CLEMENTE,Cuevas de San Clemente,Burgos,42,45,14,"31,1",22,"48,9",25,"55,6",2,23,1,22,PP,"39,1",PSOE,"30,4",7,9,5,0,0,0,0,1,"30,4","39,1","21,7","0,0","0,0","0,0","0,0","4,3"
09120,ENCÍO,Encío,Burgos,43,40,18,"45,0",22,"55,0",33,"82,5",1,32,1,31,PP,"28,1",Cs,"25,0",7,9,8,3,2,0,0,2,"21,9","28,1","25,0","9,4","6,3","0,0","0,0","6,3"
09122,ESPINOSA DE CERVERA,Espinosa de Cervera,Burgos,90,88,38,"43,2",50,"56,8",59,"67,0",0,59,0,59,PP,"47,5",PSOE,"30,5",18,28,8,1,4,0,0,0,"30,5","47,5","13,6","1,7","6,8","0,0","0,0","0,0"
09123,ESPINOSA DEL CAMINO,Espinosa del Camino,Burgos,46,43,26,"60,5",31,"72,1",38,"88,4",1,37,0,37,PP,"37,8",PSOE,"27,0",10,14,5,5,3,0,0,0,"27,0","37,8","13,5","13,5","8,1","0,0","0,0","0,0"
09124,ESPINOSA DE LOS MONTEROS,Espinosa de los Monteros,Burgos,1674,1428,617,"43,2",940,"65,8",1208,"84,6",14,1194,15,1179,PSOE,"47,7",PP,"31,9",570,381,127,44,38,0,0,19,"47,7","31,9","10,6","3,7","3,2","0,0","0,0","1,6"
09125,ESTÉPAR,Estépar,Burgos,604,551,225,"40,8",345,"62,6",422,"76,6",4,418,9,409,PSOE,"42,6",PP,"34,2",178,143,50,14,11,0,0,13,"42,6","34,2","12,0","3,3","2,6","0,0","0,0","3,1"
09127,FONTIOSO,Fontioso,Burgos,50,52,26,"50,0",33,"63,5",41,"78,8",0,41,2,39,PP,"53,7",PSOE,"17,1",7,22,3,2,4,0,0,1,"17,1","53,7","7,3","4,9","9,8","0,0","0,0","2,4"
09128,FRANDOVÍNEZ,Frandovínez,Burgos,97,77,32,"41,6",46,"59,7",55,"71,4",0,55,0,55,PSOE,"49,1",PP,"29,1",27,16,5,0,4,0,0,3,"49,1","29,1","9,1","0,0","7,3","0,0","0,0","5,5"
09129,FRESNEDA DE LA SIERRA TIRON,Fresneda de la Sierra Tirón,Burgos,94,89,41,"46,1",71,"79,8",79,"88,8",1,78,0,78,PSOE,"56,4",PP,"20,5",44,16,10,4,2,0,0,2,"56,4","20,5","12,8","5,1","2,6","0,0","0,0","2,6"
09130,FRESNEÑA,Fresneña,Burgos,69,65,42,"64,6",47,"72,3",55,"84,6",0,55,0,55,PP,"49,1",PSOE,"29,1",16,27,6,2,4,0,0,0,"29,1","49,1","10,9","3,6","7,3","0,0","0,0","0,0"
09131,FRESNILLO DE LAS DUEÑAS,Fresnillo de las Dueñas,Burgos,695,482,175,"36,3",256,"53,1",356,"73,9",4,352,2,350,PSOE,"47,4",PP,"17,9",167,63,62,25,21,0,0,12,"47,4","17,9","17,6","7,1","6,0","0,0","0,0","3,4"
09132,FRESNO DE RIO TIRON,Fresno de Río Tirón,Burgos,178,171,63,"36,8",110,"64,3",130,"76,0",1,129,0,129,PP,"48,1",PSOE,"26,4",34,62,20,3,9,0,0,1,"26,4","48,1","15,5","2,3","7,0","0,0","0,0","0,8"
09133,FRESNO DE RODILLA,Fresno de Rodilla,Burgos,46,38,12,"31,6",25,"65,8",34,"89,5",0,34,1,33,PSOE,"35,3",PP,"26,5",12,9,3,1,8,0,0,0,"35,3","26,5","8,8","2,9","23,5","0,0","0,0","0,0"
09134,FRÍAS,Frías,Burgos,270,218,80,"36,7",122,"56,0",157,"72,0",4,153,1,152,PSOE,"53,6",PP,"17,0",82,26,14,19,3,0,0,8,"53,6","17,0","9,2","12,4","2,0","0,0","0,0","5,2"
09135,FUENTEBUREBA,Fuentebureba,Burgos,40,40,22,"55,0",27,"67,5",37,"92,5",0,37,1,36,PP,"54,1",PSOE,"21,6",8,20,3,0,3,0,0,2,"21,6","54,1","8,1","0,0","8,1","0,0","0,0","5,4"
09136,FUENTECEN,Fuentecén,Burgos,223,173,81,"46,8",101,"58,4",123,"71,1",0,123,1,122,PSOE,"35,8",PP,"30,9",44,38,18,9,9,0,0,4,"35,8","30,9","14,6","7,3","7,3","0,0","0,0","3,3"
