;;2018;2017;2016;2015
3800301;Alajeró;29.130;27.023;26.338;26.042
3800301001;Alajeró;29.130;27.023;26.338;26.042
29001;Alameda;23.380;22.031;21.220;20.986
2900101;Alameda;23.380;22.031;21.220;20.986
2900101001;Alameda;23.221;21.970;20.803;20.657
2900101002;Alameda;23.809;22.473;22.188;22.427
2900101003;Alameda;20.959;19.450;18.998;18.299
2900101004;Alameda;25.930;24.594;23.431;23.060
37005;Alameda;.;.;.;.
3700501;Alameda;.;.;.;.
3700501001;Alameda;.;.;.;.
45002;Alameda;26.159;25.421;24.027;23.363
4500201;Alameda;26.159;25.421;24.027;23.363
4500201001;Alameda;25.768;24.731;23.381;22.988
4500201002;Alameda;26.506;26.054;24.630;23.716
28003;Alameda;34.921;35.168;34.743;33.471
2800301;Alameda;34.921;35.168;34.743;33.471
2800301001;Alameda;34.921;35.168;34.743;33.471
18002;Alamedilla;20.255;19.879;18.891;18.703
1800201;Alamedilla;20.255;19.879;18.891;18.703
1800201001;Alamedilla;20.255;19.879;18.891;18.703
37006;Alamedilla,;21.914;21.014;23.155;21.855
3700601;Alamedilla,;21.914;21.014;23.155;21.855
3700601001;Alamedilla,;21.914;21.014;23.155;21.855
13003;Alamillo;22.076;20.883;19.853;20.366
1300301;Alamillo;22.076;20.883;19.853;20.366
1300301001;Alamillo;22.076;20.883;19.853;20.366
19004;Alaminos;.;.;.;.
1900401;Alaminos;.;.;.;.
1900401001;Alaminos;.;.;.;.
28004;Álamo,;33.889;32.702;31.754;30.834
2800401;Álamo,;33.889;32.702;31.754;30.834
2800401001;Álamo,;32.156;31.288;30.765;30.146
2800401002;Álamo,;34.311;33.300;31.937;31.421
2800401003;Álamo,;33.355;31.406;30.487;28.778
2800401004;Álamo,;36.916;35.793;34.967;33.791
25004;Alamús,;41.561;34.435;33.027;33.570
2500401;Alamús,;41.561;34.435;33.027;33.570
2500401001;Alamús,;41.561;34.435;33.027;33.570
6004;Alange;22.745;21.589;20.243;19.880
600401;Alange;22.745;21.589;20.243;19.880
600401001;Alange;21.212;20.119;18.712;18.642
600401002;Alange;24.122;22.903;21.608;20.986
41002;Alanís;20.246;19.383;18.733;18.162
4100201;Alanís;20.246;19.383;18.733;18.162
4100201001;Alanís;19.683;18.703;18.590;17.559
4100201002;Alanís;20.832;20.095;18.880;18.814
46005;Alaquàs;30.237;28.260;27.219;26.477
4600501;Alaquàs;28.858;27.032;26.072;25.438
4600501001;Alaquàs;31.921;30.126;28.905;28.564
4600501002;Alaquàs;39.237;36.349;34.859;35.927
4600501003;Alaquàs;25.878;24.452;23.396;23.186
4600501004;Alaquàs;33.037;31.169;29.476;28.271
4600501005;Alaquàs;28.233;26.446;25.170;24.151
4600501006;Alaquàs;25.134;22.922;22.853;22.108
4600501007;Alaquàs;22.175;21.021;20.700;20.156
4600501008;Alaquàs;19.193;18.691;18.480;17.523
4600501010;Alaquàs;31.274;28.799;27.873;26.588
4600502;Alaquàs;32.531;30.270;29.022;28.179
4600502001;Alaquàs;26.728;25.587;24.232;22.834
4600502002;Alaquàs;34.054;31.431;30.438;29.856
4600502003;Alaquàs;30.236;28.452;27.993;27.489
4600502004;Alaquàs;35.949;32.515;31.023;30.082
4600502005;Alaquàs;36.414;34.363;31.812;30.887
4600502006;Alaquàs;26.202;24.444;24.013;22.839
4600502007;Alaquàs;37.106;34.440;33.661;33.514
4600503;Alaquàs;28.629;26.874;26.072;25.330
4600503001;Alaquàs;30.043;27.354;26.827;25.706
4600503002;Alaquàs;26.023;23.849;22.696;22.091
4600503003;Alaquàs;27.524;25.796;25.207;24.765
4600503004;Alaquàs;27.980;26.266;26.018;25.729
4600503005;Alaquàs;30.852;29.799;28.499;27.271
34005;Alar;27.718;26.254;25.575;24.115
3400501;Alar;27.718;26.254;25.575;24.115
3400501001;Alar;27.718;26.254;25.575;24.115
37007;Alaraz;24.989;25.996;24.503;22.612
3700701;Alaraz;24.989;25.996;24.503;22.612
3700701001;Alaraz;24.989;25.996;24.503;22.612
50009;Alarba;26.161;23.004;25.041;27.030
5000901;Alarba;26.161;23.004;25.041;27.030
5000901001;Alarba;26.161;23.004;25.041;27.030
16003;Alarcón;23.252;22.866;23.423;21.889
1600301;Alarcón;23.252;22.866;23.423;21.889
1600301001;Alarcón;23.252;22.866;23.423;21.889
19005;Alarilla;24.252;22.887;23.124;21.405
1900501;Alarilla;24.252;22.887;23.124;21.405
1900501001;Alarilla;24.252;22.887;23.124;21.405
7001;Alaró;46.079;42.440;41.263;40.099
700101;Alaró;47.243;42.991;41.976;40.700
700101001;Alaró;46.259;39.590;38.235;37.976
700101002;Alaró;48.653;47.926;47.255;44.652
700102;Alaró;40.192;39.643;37.681;37.203
700102001;Alaró;40.192;39.643;37.681;37.203
25005;Alàs;35.000;21.988;19.096;19.487
2500501;Alàs;35.000;21.988;19.096;19.487
2500501001;Alàs;35.000;21.988;19.096;19.487
2002;Alatoz;22.350;20.861;19.982;19.623
200201;Alatoz;22.350;20.861;19.982;19.623
200201001;Alatoz;22.350;20.861;19.982;19.623
44007;Alba;24.583;21.963;22.315;20.035
4400701;Alba;24.583;21.963;22.315;20.035
4400701001;Alba;24.583;21.963;22.315;20.035
34006;Alba;.;.;.;.
3400601;Alba;.;.;.;.
3400601001;Alba;.;.;.;.
37008;Alba;28.862;27.931;26.366;26.178
3700801;Alba;28.862;27.931;26.366;26.178
3700801001;Alba;32.152;31.128;29.709;30.035
3700801002;Alba;27.332;26.313;24.907;24.861
3700801003;Alba;27.577;26.766;24.952;24.250
37009;Alba;23.868;22.898;21.863;21.696
3700901;Alba;23.868;22.898;21.863;21.696
3700901001;Alba;23.868;22.898;21.863;21.696
2003;Albacete;37.413;36.082;34.874;33.889
200301;Albacete;41.851;40.296;39.559;38.130
200301001;Albacete;55.708;53.972;48.985;47.985
200301002;Albacete;48.861;47.570;56.235;46.766
200301003;Albacete;53.048;50.865;51.370;49.843
200301004;Albacete;57.463;54.582;54.697;54.011
200301005;Albacete;44.976;42.849;41.923;41.016
200301006;Albacete;35.398;34.580;33.052;31.874
200301007;Albacete;44.991;43.588;42.316;42.091
200301008;Albacete;35.814;34.581;33.763;32.917
200301009;Albacete;45.058;44.403;40.321;39.661
200301010;Albacete;34.047;31.345;29.498;27.905
200301011;Albacete;28.844;27.236;25.852;25.168
200301012;Albacete;48.078;46.663;45.934;44.175
200301013;Albacete;38.249;37.652;38.522;38.332
200301014;Albacete;40.282;39.448;38.477;37.518
200301015;Albacete;42.490;41.024;39.771;38.217
200301016;Albacete;44.547;43.475;41.744;43.792
200301017;Albacete;37.344;35.285;33.934;32.303
200302;Albacete;34.609;33.138;31.790;30.847
200302001;Albacete;40.818;38.983;38.305;35.785
200302002;Albacete;35.691;33.917;33.185;32.980
200302003;Albacete;41.151;39.862;38.090;37.763
200302004;Albacete;34.351;32.804;31.406;31.127
200302005;Albacete;29.170;26.925;26.441;24.876
200302006;Albacete;28.588;27.778;26.113;25.825
200302007;Albacete;27.967;26.555;25.604;25.083
200302008;Albacete;28.831;27.540;25.782;25.125
200302009;Albacete;41.337;39.987;37.667;36.856
200302010;Albacete;35.989;34.455;32.903;31.982
200302011;Albacete;30.949;31.063;29.736;29.288
200302012;Albacete;34.133;32.636;31.735;30.801
200302013;Albacete;48.351;46.768;45.349;43.407
200302014;Albacete;31.454;29.995;29.449;28.646
200302015;Albacete;28.947;28.070;26.821;25.932
200302016;Albacete;38.699;37.180;35.858;34.604
200302017;Albacete;29.927;28.789;27.217;26.938
200302018;Albacete;40.041;38.213;37.186;35.140
200302019;Albacete;27.503;27.274;25.623;24.367
200302020;Albacete;27.890;26.182;24.906;23.737
200302021;Albacete;32.266;31.090;30.019;29.727
200302022;Albacete;43.232;42.286;40.209;38.604
200302023;Albacete;32.836;30.967;29.279;29.059
200302024;Albacete;38.515;36.484;34.656;33.703
200303;Albacete;32.222;31.268;30.208;29.364
200303001;Albacete;43.301;42.994;42.939;40.538
200303002;Albacete;39.174;37.368;36.166;34.112
200303003;Albacete;31.775;31.238;29.484;28.439
200303004;Albacete;31.073;29.805;28.937;28.427
200303005;Albacete;28.174;27.565;26.614;25.512
200303006;Albacete;28.103;26.848;25.858;25.278
200303007;Albacete;28.900;28.537;27.675;26.746
200303008;Albacete;26.656;26.324;25.227;24.355
200303009;Albacete;26.849;26.572;25.887;25.959
200303010;Albacete;39.567;37.524;36.261;35.350
200303011;Albacete;59.265;57.720;57.227;57.485
200303012;Albacete;26.241;25.080;23.870;23.505
200303013;Albacete;28.264;28.116;25.617;24.608
200303014;Albacete;30.510;28.017;26.784;25.875
200304;Albacete;32.825;31.804;30.749;30.033
200304001;Albacete;34.525;33.238;32.669;32.616
200304002;Albacete;30.090;28.984;28.067;28.036
200304003;Albacete;33.917;34.468;33.666;31.402
200304004;Albacete;31.357;30.978;29.272;29.268
200304005;Albacete;28.084;27.296;25.671;25.480
200304006;Albacete;21.969;21.182;19.174;19.558
200304007;Albacete;46.473;44.717;43.585;41.859
200304008;Albacete;32.010;31.598;30.885;29.798
200304009;Albacete;29.419;28.563;27.393;26.869
200304010;Albacete;35.141;34.393;34.438;32.573
200304011;Albacete;36.033;34.778;33.822;32.768
200304012;Albacete;28.509;26.535;25.747;25.366
200304013;Albacete;37.598;36.141;34.591;33.147
200304014;Albacete;34.079;32.844;32.035;31.248
200305;Albacete;33.439;32.045;31.216;30.498
200305001;Albacete;48.711;44.696;45.061;43.593
200305002;Albacete;37.068;35.189;34.698;34.063
200305003;Albacete;40.150;39.579;39.332;39.462
200305004;Albacete;29.303;27.934;27.177;26.735
200305005;Albacete;29.995;29.289;26.326;24.973
200305006;Albacete;26.890;25.885;24.829;24.211
200305007;Albacete;30.644;29.310;28.457;27.658
200305008;Albacete;26.297;24.430;23.804;22.683
200305009;Albacete;29.736;29.023;28.267;27.644
200305010;Albacete;46.123;44.509;42.950;41.345
200305011;Albacete;30.191;29.470;28.610;28.179
200305012;Albacete; ;27.416;27.475;27.051
200305013;Albacete;28.785;27.527;26.520;26.522
200306;Albacete;53.101;51.926;49.911;48.995
200306001;Albacete;63.422;63.123;60.203;58.376
200306002;Albacete;53.322;53.378;55.882;51.123
200306003;Albacete;69.072;69.685;65.377;64.223
200306004;Albacete;41.444;41.494;40.580;40.938
200306005;Albacete;47.503;45.459;41.128;40.466
200306006;Albacete;33.844;32.143;30.392;29.755
200306007;Albacete;53.408;50.164;48.931;49.432
200306008;Albacete;63.210;60.268;55.177;56.566
200306009;Albacete;61.036;58.103;54.716;55.212
200306010;Albacete;55.027;53.440;52.154;51.478
200306011;Albacete;55.362;55.451;51.024;51.108
200306012;Albacete;53.219;52.971;48.846;47.520
200306013;Albacete;44.967;44.727;43.559;42.826
200306014;Albacete;51.804;49.321;47.248;46.471
200307;Albacete;36.980;35.492;33.978;32.980
200307001;Albacete;43.530;42.390;41.067;39.919
200307002;Albacete;36.067;34.813;33.940;35.159
200307003;Albacete;31.801;30.780;29.366;27.471
200307004;Albacete;39.530;39.615;37.571;36.718
200307005;Albacete;31.096;31.118;29.367;28.563
200307006;Albacete;34.035;32.490;31.400;30.820
200307007;Albacete;16.495;14.900;14.451;14.081
200307008;Albacete;38.859;37.180;35.246;34.244
200307009;Albacete;19.686;17.470;16.606;15.804
200307010;Albacete;29.070;27.906;27.663;26.906
200307011;Albacete;13.453;12.837;12.230;12.153
200307012;Albacete; ; ; ;12.153
200307013;Albacete;39.256;37.926;36.723;36.520
200307014;Albacete;58.081;56.335;53.809;52.139
200307015;Albacete;29.929;28.308;27.787;26.364
200307016;Albacete;43.514;41.073;41.351;39.411
200307017;Albacete;52.147;48.684;45.669;44.475
200308;Albacete;34.918;33.332;32.548;30.905
200308001;Albacete;43.802;42.518;42.451;38.498
200308002;Albacete;26.847;24.977;24.475;23.841
200308003;Albacete;29.016;27.251;26.832;26.353
200308006;Albacete;37.064;36.129;34.464;33.395
25006;Albagés,;29.010;27.174;26.369;27.097
2500601;Albagés,;29.010;27.174;26.369;27.097
2500601001;Albagés,;29.010;27.174;26.369;27.097
46006;Albaida;31.708;30.465;29.837;28.712
4600601;Albaida;31.708;30.465;29.837;28.712
4600601001;Albaida;24.338;23.170;22.536;22.391
4600601002;Albaida;31.982;29.806;30.743;27.507
4600601003;Albaida;41.211;40.334;40.603;38.021
4600601004;Albaida;24.776;23.175;23.097;22.319
4600601005;Albaida;29.705;29.901;27.168;25.631
4600601006;Albaida;29.717;27.686;27.664;26.583
4600601007;Albaida;41.154;39.629;37.976;38.274
41003;Albaida;24.825;23.600;22.496;21.950
4100301;Albaida;24.825;23.600;22.496;21.950
4100301001;Albaida;26.651;25.424;24.462;24.166
4100301002;Albaida;23.182;21.952;20.672;19.902
46007;Albal;32.917;31.086;29.780;28.488
4600701;Albal;30.392;28.784;27.733;26.434
4600701001;Albal;28.530;26.618;25.873;24.706
4600701002;Albal;28.431;27.886;27.061;24.599
4600701003;Albal;28.643;27.357;26.290;26.849
4600701004;Albal;32.688;31.040;30.578;28.378
4600701005;Albal;30.246;28.469;27.092;26.278
4600701006;Albal;34.150;32.453;30.944;28.752
4600701007;Albal;32.045;29.595;28.020;27.365
4600702;Albal;35.946;33.893;32.090;30.801
4600702001;Albal;39.048;35.268;34.153;31.929
4600702002;Albal;35.673;34.740;32.174;32.234
4600702003;Albal;29.674;28.541;27.622;26.262
4600702004;Albal;37.472;35.542;33.223;31.501
4600702005;Albal;37.357;35.551;32.616;32.074
4600703;Albal;34.948;32.744;31.528;30.248
4600703001;Albal;34.948;32.744;31.528;30.248
4600704;Albal;32.212;30.410;29.944;29.050
4600704001;Albal;32.212;30.410;29.944;29.050
10007;Albalá;24.085;21.735;21.260;21.193
1000701;Albalá;24.085;21.735;21.260;21.193
1000701001;Albalá;24.085;21.735;21.260;21.193
13004;Albaladejo;19.049;18.713;18.060;17.458
1300401;Albaladejo;19.049;18.713;18.060;17.458
1300401001;Albaladejo;19.049;17.369;16.922;16.272
1300401002;Albaladejo; ;20.148;19.244;18.692
16004;Albaladejo;24.419;22.919;22.454;21.454
1600401;Albaladejo;24.419;22.919;22.454;21.454
1600401001;Albaladejo;24.419;22.919;22.454;21.454
46008;Albalat;28.708;26.960;26.092;24.440
4600801;Albalat;28.708;26.960;26.092;24.440
4600801001;Albalat;30.033;27.968;26.344;24.788
4600801002;Albalat;27.107;25.774;25.801;24.036
46009;Albalat;36.499;33.974;33.008;31.785
4600901;Albalat;36.499;33.974;33.008;31.785
4600901001;Albalat;27.075;27.396;25.742;24.683
4600901002;Albalat;40.222;35.534;35.773;32.934
4600901003;Albalat;38.978;37.103;35.885;35.606
46010;Albalat;35.550;32.223;32.019;32.771
4601001;Albalat;35.550;32.223;32.019;32.771
4601001001;Albalat;35.550;32.223;32.019;32.771
22007;Albalate;33.813;31.454;31.072;29.560
2200701;Albalate;33.813;31.454;31.072;29.560
2200701001;Albalate;33.813;31.454;31.072;29.560
16005;Albalate;22.951;22.550;22.496;21.544
1600501;Albalate;22.951;22.550;22.496;21.544
1600501001;Albalate;22.951;22.550;22.496;21.544
19006;Albalate;28.597;28.161;25.993;25.447
1900601;Albalate;28.597;28.161;25.993;25.447
1900601001;Albalate;28.597;28.161;25.993;25.447
44008;Albalate;32.341;31.833;30.851;32.483
4400801;Albalate;32.341;31.833;30.851;32.483
4400801001;Albalate;34.396;35.835;33.811;32.676
4400801002;Albalate;31.881;30.679;30.731;34.824
4400801003;Albalate;30.715;29.004;27.912;29.854
22008;Albalatillo;33.533;30.550;29.717;28.083
2200801;Albalatillo;33.533;30.550;29.717;28.083
2200801001;Albalatillo;33.533;30.550;29.717;28.083
4004;Albanchez;21.082;20.074;18.182;19.185
400401;Albanchez;21.082;20.074;18.182;19.185
400401001;Albanchez;21.082;20.074;18.182;19.185
23001;Albanchez;19.901;18.675;18.516;17.561
2300101;Albanchez;19.901;18.675;18.516;17.561
2300101001;Albanchez;19.901;18.675;18.516;17.561
17003;Albanyà;32.855;29.174;29.158;28.380
1700301;Albanyà;32.855;29.174;29.158;28.380
1700301001;Albanyà;32.855;29.174;29.158;28.380
19007;Albares;28.370;27.571;26.591;26.862
1900701;Albares;28.370;27.571;26.591;26.862
1900701001;Albares;28.370;27.571;26.591;26.862
44009;Albarracín;35.224;33.925;32.700;32.335
4400901;Albarracín;35.224;33.925;32.700;32.335
4400901001;Albarracín;35.224;33.925;32.700;32.335
45003;Albarreal;25.570;24.761;25.344;25.308
4500301;Albarreal;25.570;24.761;25.344;25.308
4500301001;Albarreal;25.570;24.761;25.344;25.308
2004;Albatana;21.874;20.082;20.039;19.045
200401;Albatana;21.874;20.082;20.039;19.045
200401001;Albatana;21.874;20.082;20.039;19.045
25007;Albatàrrec;38.451;36.942;36.241;34.763
2500701;Albatàrrec;38.451;36.942;36.241;34.763
2500701001;Albatàrrec;38.451;36.942;36.241;34.763
3005;Albatera;26.119;25.967;24.547;23.700
300501;Albatera;26.496;26.746;25.239;24.284
300501001;Albatera;27.003;27.499;26.740;24.857
300501002;Albatera;28.685;30.216;27.538;27.630
300501003;Albatera;26.942;26.189;24.806;23.216
300501004;Albatera;23.462;23.388;22.302;21.883
300502;Albatera;25.820;25.346;24.009;23.245
300502001;Albatera;23.409;22.692;22.179;21.296
300502002;Albatera;25.732;24.985;23.818;23.116
300502003;Albatera;28.334;28.635;26.194;25.431
22009;Albelda;27.825;27.022;26.476;25.106
2200901;Albelda;27.825;27.022;26.476;25.106
2200901001;Albelda;27.825;27.022;26.476;25.106
26005;Albelda;33.043;31.564;32.115;29.301
2600501;Albelda;34.326;32.196;34.779;31.113
2600501001;Albelda;34.326;32.196;34.779;31.113
2600502;Albelda;31.672;30.880;29.198;28.293
2600502001;Albelda;31.672;30.880;29.198;28.293
16006;Albendea;25.256;21.809;20.491;18.796
1600601;Albendea;25.256;21.809;20.491;18.796
1600601001;Albendea;25.256;21.809;20.491;18.796
19008;Albendiego;.;.;.;.
1900801;Albendiego;.;.;.;.
1900801001;Albendiego;.;.;.;.
44010;Albentosa;33.272;34.509;31.313;29.765
4401001;Albentosa;33.272;34.509;31.313;29.765
4401001001;Albentosa;33.272;34.509;31.313;29.765
16007;Alberca;23.829;24.623;25.497;22.293
1600701;Alberca;23.829;24.623;25.497;22.293
1600701001;Alberca;21.698;21.552;21.200;19.034
1600701002;Alberca;25.708;27.423;29.407;25.361
37010;Alberca,;23.533;28.649;27.795;27.345
3701001;Alberca,;23.533;28.649;27.795;27.345
3701001001;Alberca,;23.533;28.649;27.795;27.345
37011;Alberguería;21.552;22.299;21.001;20.825
3701101;Alberguería;21.552;22.299;21.001;20.825
3701101001;Alberguería;21.552;22.299;21.001;20.825
46011;Alberic;29.437;28.520;27.044;26.298
4601101;Alberic;29.437;28.520;27.044;26.298
4601101001;Alberic;24.196;22.046;22.700;21.890
4601101002;Alberic;22.966;21.573;21.246;20.641
4601101003;Alberic;29.575;28.870;28.089;26.317
4601101004;Alberic;32.889;33.964;31.283;29.420
4601101005;Alberic;28.363;26.090;25.411;23.814
4601101006;Alberic;32.216;31.428;29.189;30.087
4601101007;Alberic;29.330;28.822;26.512;25.870
26006;Alberite;33.041;32.265;30.874;30.145
2600601;Alberite;33.041;32.265;30.874;30.145
2600601001;Alberite;33.041;32.265;30.874;30.145
50010;Alberite;.;.;.;.
5001001;Alberite;.;.;.;.
5001001001;Alberite;.;.;.;.
22011;Albero;52.074;52.451;47.820;43.317
2201101;Albero;52.074;52.451;47.820;43.317
2201101001;Albero;52.074;52.451;47.820;43.317
22012;Albero;38.198;36.820;35.196;33.046
2201201;Albero;38.198;36.820;35.196;33.046
2201201001;Albero;38.198;36.820;35.196;33.046
22013;Alberuela;33.597;36.261;32.700;33.679
2201301;Alberuela;33.597;36.261;32.700;33.679
2201301001;Alberuela;33.597;36.261;32.700;33.679
25008;Albesa;36.716;35.628;34.473;32.777
2500801;Albesa;36.716;35.628;34.473;32.777
2500801001;Albesa;36.716;35.628;34.473;32.777
50011;Albeta;31.878;27.522;28.826;28.560
5001101;Albeta;31.878;27.522;28.826;28.560
5001101001;Albeta;31.878;27.522;28.826;28.560
25009;Albi,;31.912;30.772;29.957;30.305
2500901;Albi,;31.912;30.772;29.957;30.305
2500901001;Albi,;31.912;30.772;29.957;30.305
9009;Albillos;40.979;35.244;33.717;34.778
900901;Albillos;40.979;35.244;33.717;34.778
900901001;Albillos;40.979;35.244;33.717;34.778
43002;Albinyana;34.134;32.097;30.852;30.313
4300201;Albinyana;34.134;32.097;30.852;30.313
4300201001;Albinyana;34.134;32.097;30.852;30.313
43003;Albiol,;49.749;46.562;46.089;43.646
4300301;Albiol,;49.749;46.562;46.089;43.646
4300301001;Albiol,;49.749;46.562;46.089;43.646
20004;Albiztur;49.888;50.961;50.769; 
2000401;Albiztur;49.888;50.961;50.769; 
2000401001;Albiztur;49.888;50.961;50.769; 
12003;Albocàsser;28.711;27.597;27.213;26.891
1200301;Albocàsser;28.711;27.597;27.213;26.891
1200301001;Albocàsser;28.711;27.597;27.213;26.891
4005;Alboloduy;22.828;21.232;21.227;20.938
400501;Alboloduy;22.828;21.232;21.227;20.938
400501001;Alboloduy;22.828;21.232;21.227;20.938
18003;Albolote;34.199;32.764;31.827;30.916
1800301;Albolote;34.199;32.764;31.827;30.916
1800301001;Albolote;30.581;29.500;28.634;27.403
1800301002;Albolote;27.532;25.711;25.506;25.813
1800301003;Albolote;54.264;52.499;51.084;47.702
1800301004;Albolote;30.724;29.329;28.477;28.132
1800301005;Albolote;25.455;24.380;24.471;24.720
1800301006;Albolote;31.561;28.880;27.499;26.975
1800301007;Albolote;32.001;30.232;30.441;30.165
1800301008;Albolote;29.962;29.301;27.195;26.789
1800301009;Albolote;34.958;33.306;31.062;29.930
1800301010;Albolote;38.912;37.876;36.540;35.060
18004;Albondón;20.804;19.165;18.069;18.447
1800401;Albondón;20.804;19.165;18.069;18.447
1800401001;Albondón;20.804;19.165;18.069;18.447
17004;Albons;42.534;40.322;39.532;37.074
1700401;Albons;42.534;40.322;39.532;37.074
1700401001;Albons;42.534;40.322;39.532;37.074
46012;Alborache;29.384;27.875;26.521;26.819
4601201;Alborache;29.384;27.875;26.521;26.819
4601201001;Alborache;29.384;27.875;26.521;26.819
46013;Alboraia/Alboraya;43.699;42.342;40.874;39.376
4601301;Alboraia/Alboraya;43.699;42.342;40.874;39.376
4601301001;Alboraia/Alboraya;36.185;35.112;33.903;32.790
4601301002;Alboraia/Alboraya;42.649;40.522;39.692;38.796
